user_id,avg_txn_amount,txn_freq_per_day,night_txn_ratio,geo_diversity_score,device_changes_last_30d,foreign_txn_count,return_txn_ratio,linked_accounts_count,risk_tier
444,7006.273882571623,6,0.14,6,0,2,0.25,3,Low
445,31448.169410083126,4,0.17,6,0,0,0.15,2,Low
446,52064.43558273639,4,0.15,2,1,0,0.22,1,Low
447,44145.20240965324,5,0.04,7,0,0,0.28,1,Low
448,51714.63412887091,1,0.05,9,0,0,0.18,3,Medium
449,59834.035427493734,4,0.15,1,0,0,0.07,1,Low
450,46650.50518325515,2,0.11,8,3,1,0.16,3,Medium
451,45702.004565120005,4,0.41,2,0,2,0.49,4,Low
452,38988.507656672395,5,0.09,1,1,0,0.07,2,Low
453,12486.880114626441,2,0.32,8,1,1,0.27,3,Low
454,68590.04728930142,4,0.2,2,1,0,0.15,2,Low
455,32322.418876986605,1,0.26,6,1,0,0.44,4,Low
456,54207.50410234621,2,0.35,6,1,0,0.16,4,Low
457,63902.85678746139,4,0.28,5,2,0,0.15,4,Low
458,21705.6130894815,1,0.22,8,0,0,0.12,3,Low
459,23326.20359448828,1,0.16,3,1,0,0.31,2,Low
460,25970.836018676793,0,0.24,4,1,0,0.14,2,Low
461,77405.84787090529,3,0.02,7,1,0,0.12,1,Medium
462,15159.345349823066,3,0.05,7,1,1,0.28,3,Low
463,86390.7528758335,4,0.11,8,0,2,0.13,1,Medium
464,38670.271425973326,2,0.0,2,0,0,0.21,1,Low
465,40714.9080142381,3,0.02,2,1,0,0.07,3,Low
466,61983.77867442604,6,0.23,4,1,0,0.09,1,Low
467,35503.354159785,2,0.0,9,0,1,0.23,1,Low
468,69106.27115119815,2,0.01,9,1,0,0.08,1,Medium
469,21681.496700809428,2,0.17,4,4,0,0.07,4,Low
470,84570.44934392259,4,0.14,9,0,0,0.2,3,Medium
471,23102.924458360387,1,0.16,3,2,0,0.44,4,Low
472,86703.23851372385,4,0.06,5,0,0,0.1,1,Low
473,23618.636159746362,3,0.02,9,0,2,0.16,1,Low
474,26574.198566050272,3,0.06,6,1,1,0.21,4,Low
475,13547.588942924667,5,0.07,3,1,0,0.09,1,Low
476,17179.266748296985,3,0.28,9,1,0,0.06,3,Low
477,32445.76972586639,1,0.17,6,1,0,0.1,2,Low
478,39753.813982302665,1,0.33,4,2,0,0.11,4,Low
479,65754.90885568107,3,0.02,4,1,1,0.23,2,Low
480,28107.817653896018,5,0.2,8,0,0,0.07,2,Low
481,44214.112252889485,4,0.06,7,1,0,0.35,2,Low
482,37818.4659125711,2,0.08,1,1,0,0.12,4,Low
483,47733.61419673967,7,0.11,6,1,1,0.16,1,Low
484,19429.549055702177,0,0.6,8,0,1,0.16,3,Low
485,21416.864448380988,4,0.01,3,2,0,0.18,1,Low
486,19435.907092785917,2,0.17,9,0,0,0.21,3,Low
487,74423.18423257137,3,0.37,2,1,0,0.17,1,Low
488,85107.4455296299,1,0.43,6,0,2,0.22,2,Medium
489,20661.72585238902,3,0.01,1,0,0,0.16,2,Low
490,21011.373484433338,1,0.57,2,2,0,0.12,3,Low
491,52491.730301123454,3,0.24,5,0,0,0.17,4,Low
492,91381.26173493567,6,0.12,1,3,1,0.1,1,Medium
493,104527.19252029259,3,0.07,8,1,0,0.18,2,Medium
494,19882.566798135642,2,0.6,1,1,0,0.07,3,Low
495,24291.567876880516,1,0.07,9,1,0,0.17,1,Low
496,41272.54321948844,4,0.09,3,1,1,0.1,3,Low
497,42736.17934642586,4,0.12,2,2,1,0.22,4,Low
498,28970.132167755397,3,0.02,1,1,1,0.09,4,Low
499,16678.009270824932,1,0.14,9,2,0,0.23,1,Low
500,32485.293688514677,4,0.2,4,1,0,0.35,4,Low
501,104454.2022635438,2,0.28,1,0,2,0.19,1,Low
502,21675.239420343434,4,0.39,1,1,0,0.19,1,Low
503,39451.81765405696,1,0.07,7,2,1,0.07,4,Low
504,150405.81655438003,5,0.25,2,1,1,0.16,3,Low
505,21419.328878129032,3,0.24,7,2,0,0.1,3,Low
506,54221.458936879775,1,0.06,7,0,0,0.18,1,Medium
507,107364.19777613404,2,0.03,9,0,1,0.17,2,Medium
508,51028.03054980592,1,0.08,7,2,1,0.35,1,Medium
509,70936.72749341321,5,0.13,1,0,0,0.36,3,Medium
510,59322.951981605846,1,0.09,8,2,0,0.19,1,Medium
511,48221.503365425684,3,0.06,8,1,0,0.01,3,Low
512,83271.29281717312,2,0.11,4,2,0,0.14,4,Low
513,53045.08405430819,3,0.05,8,2,0,0.15,1,Medium
514,29201.874729150884,2,0.3,4,1,0,0.09,1,Low
515,37266.77578146815,5,0.61,8,1,2,0.3,4,Low
516,43787.32255387664,4,0.06,5,1,1,0.04,4,Low
517,24173.887582136096,5,0.04,4,0,1,0.14,2,Low
518,38514.953294718456,2,0.01,6,1,0,0.13,4,Low
519,34546.75299197367,3,0.21,2,1,0,0.03,2,Low
520,52931.64037901198,2,0.1,2,2,2,0.19,4,Low
521,126194.6480662066,1,0.04,2,0,0,0.14,3,Low
522,40195.90626766866,3,0.25,9,3,0,0.21,1,Medium
523,92904.28379360678,1,0.32,3,0,0,0.04,4,Low
524,51621.6349366947,7,0.26,4,1,1,0.18,3,Low
525,38387.44182817686,6,0.23,8,1,1,0.23,4,Low
526,23084.10148070268,3,0.27,4,2,0,0.26,1,Low
527,38600.05009002041,4,0.19,7,2,1,0.03,4,Low
528,36885.817413619385,1,0.25,5,3,0,0.07,4,Low
529,18327.179142358244,1,0.38,9,1,0,0.11,1,Low
530,20884.474250835145,2,0.08,4,1,1,0.27,4,Low
531,44052.29031504019,3,0.49,3,2,1,0.17,1,Low
532,92295.60526518064,3,0.37,2,0,1,0.13,2,Low
533,31664.326445294297,1,0.4,1,1,0,0.32,4,Low
534,8182.022501090921,4,0.21,6,1,1,0.05,3,Low
535,13306.886391489505,1,0.29,2,2,1,0.13,4,Low
536,55172.08151640873,3,0.01,8,1,1,0.21,1,Medium
537,9999.725545267616,3,0.09,6,2,0,0.18,1,Low
538,61315.673347148564,1,0.16,5,0,2,0.18,3,Low
539,53097.58543691894,2,0.11,2,1,3,0.11,3,Medium
540,30837.63618212257,4,0.28,7,1,0,0.17,1,Low
541,18469.86391342557,2,0.03,2,0,1,0.03,2,Low
542,27484.5556182375,0,0.23,5,1,0,0.09,2,Low
543,43274.68783823594,4,0.41,2,1,0,0.12,1,Low
544,10336.26349220181,0,0.22,2,0,1,0.17,2,Low
545,86234.30620971131,2,0.04,7,2,0,0.07,3,Medium
546,42988.633139809164,5,0.04,9,0,0,0.23,2,Low
547,46572.148833043124,1,0.42,5,2,1,0.13,3,Low
548,52834.65357095861,5,0.27,7,2,0,0.2,4,Medium
549,80776.8533284915,4,0.14,4,1,0,0.07,3,Low
550,38669.31340049436,4,0.17,2,0,2,0.13,4,Low
551,55195.47107313759,3,0.4,3,1,0,0.11,3,Low
552,18741.4458216667,6,0.14,2,1,0,0.12,3,Low
553,104807.49688362083,2,0.19,5,2,0,0.3,2,Low
554,36751.58628547192,4,0.12,6,1,0,0.17,3,Low
555,18659.61254785926,2,0.19,7,1,1,0.15,1,Low
556,23089.15814131071,5,0.03,3,0,1,0.15,4,Low
557,4477.141049741479,3,0.16,4,1,0,0.11,4,Low
558,22965.61445135715,3,0.15,8,1,1,0.22,3,Low
559,1745.9851276026181,3,0.2,4,2,0,0.06,1,Low
560,58017.5578601237,1,0.08,7,3,0,0.3,3,Medium
561,45569.5498907409,3,0.36,6,0,1,0.07,3,Low
562,14080.948692333943,6,0.01,7,0,1,0.09,2,Low
563,32116.544921193923,3,0.11,1,0,0,0.29,3,Low
564,33240.402669080366,1,0.22,3,2,0,0.04,3,Low
565,11478.05616289351,3,0.06,6,2,0,0.37,2,Low
566,27947.3737656195,3,0.06,3,0,0,0.12,2,Low
567,34032.35285105688,2,0.31,7,3,0,0.29,1,Medium
568,27349.886826232254,3,0.42,9,0,1,0.22,2,Low
569,18643.261921608402,0,0.13,3,0,0,0.17,4,Low
570,13583.33178227185,8,0.06,1,2,1,0.33,4,Low
571,26589.39289144375,1,0.34,6,2,0,0.13,1,Low
572,20653.604925324194,1,0.35,1,1,0,0.23,3,Low
573,50410.7409560365,3,0.05,1,1,0,0.18,1,Low
574,84091.4387540757,2,0.04,8,1,0,0.15,2,Medium
575,63360.49897986179,2,0.47,9,2,1,0.11,3,Medium
576,34896.80973000724,3,0.02,2,2,0,0.02,1,Low
577,19264.32308782749,4,0.18,9,2,0,0.14,1,Low
578,62201.21152354954,3,0.67,5,1,1,0.27,4,Medium
579,52570.05340929822,7,0.01,8,3,1,0.12,1,Medium
580,80230.34712681694,3,0.08,7,3,0,0.2,3,Medium
581,38700.06411676464,3,0.24,7,3,0,0.07,1,Medium
582,101247.87111144335,3,0.07,4,1,1,0.03,1,Low
583,38708.94016164886,5,0.06,2,0,2,0.13,2,Low
584,19184.15568646696,5,0.1,5,2,1,0.24,1,Low
585,22335.41625902373,4,0.06,3,0,0,0.16,3,Low
586,48737.27161331155,4,0.02,9,0,3,0.08,4,Medium
587,20606.33233169298,2,0.52,6,1,0,0.03,4,Low
588,100792.54937137215,6,0.21,1,1,0,0.25,4,Low
589,45916.012557727605,3,0.18,3,1,1,0.16,4,Low
590,34324.23884215347,2,0.02,4,0,0,0.18,2,Low
591,36529.571252416004,6,0.27,9,1,0,0.21,3,Low
592,27119.735118112294,4,0.08,6,3,0,0.01,2,Low
593,6146.2841407090755,3,0.11,4,0,0,0.11,4,Low
594,22349.246474520078,3,0.02,1,0,1,0.06,2,Low
595,92727.13315396855,6,0.14,8,3,1,0.05,1,Medium
596,39470.99983374821,4,0.44,2,1,0,0.11,3,Low
597,68337.45273853191,2,0.14,8,2,0,0.16,1,Medium
598,69661.91460950175,1,0.02,6,1,2,0.24,2,Low
599,32348.902176026124,3,0.15,8,0,1,0.25,1,Low
600,53172.340306978374,4,0.09,6,2,0,0.06,2,Low
601,6950.130187342899,5,0.11,5,0,2,0.17,2,Low
602,87838.96370025241,6,0.01,5,0,1,0.11,3,Low
603,83173.04215950784,2,0.17,8,1,0,0.2,3,Medium
604,47785.42685887881,4,0.51,7,3,0,0.23,3,Medium
605,40527.06971881269,4,0.15,8,1,0,0.07,4,Low
606,32677.87388647719,0,0.16,8,0,1,0.19,3,Low
607,73707.10021693667,4,0.1,7,0,0,0.07,1,Medium
608,57492.319215803225,5,0.24,2,1,0,0.12,3,Low
609,24823.586410472122,2,0.05,9,0,0,0.55,3,Low
610,11975.918349580783,5,0.08,7,0,2,0.09,3,Low
611,9834.293098574553,4,0.0,6,1,0,0.14,2,Low
612,73186.73094164259,5,0.03,9,1,1,0.15,2,Medium
613,32136.46686459994,2,0.06,1,0,2,0.12,3,Low
614,47229.882791603544,2,0.33,2,1,0,0.22,2,Low
615,35356.470184808786,0,0.06,1,1,0,0.39,2,Low
616,9968.657684044607,4,0.29,3,0,0,0.12,4,Low
617,7131.5402826139425,1,0.24,5,0,1,0.1,1,Low
618,23456.309463495283,2,0.01,1,0,0,0.32,2,Low
619,25117.24517562548,3,0.15,4,0,0,0.17,1,Low
620,25104.3000518766,2,0.4,8,2,0,0.15,2,Low
621,25699.3215835799,2,0.08,6,2,0,0.06,3,Low
622,120846.4567479376,1,0.5,1,2,2,0.09,2,Medium
623,67639.19524707613,3,0.03,1,1,1,0.03,2,Low
624,39886.79041253626,4,0.14,3,1,1,0.12,1,Low
625,31518.564411757736,6,0.34,8,2,0,0.1,3,Low
626,32381.466361571976,3,0.12,8,1,0,0.13,4,Low
627,56054.06751779135,2,0.17,3,0,2,0.27,1,Low
628,31292.372900465343,3,0.01,7,0,0,0.21,3,Low
629,63031.984496826604,1,0.05,3,0,2,0.03,3,Low
630,43103.85664353921,2,0.07,4,1,0,0.08,1,Low
631,121556.30167749399,1,0.24,9,1,0,0.08,2,Medium
632,29857.485759392974,3,0.01,4,1,1,0.12,3,Low
633,70914.48356962661,4,0.02,3,0,2,0.03,4,Low
634,13047.195936079901,2,0.21,5,4,2,0.24,2,Low
635,19682.35038105367,2,0.0,7,0,0,0.07,1,Low
636,111200.21152293404,3,0.19,5,4,0,0.09,1,Medium
637,61223.09226135609,2,0.01,4,0,0,0.17,1,Low
638,47839.667904059774,2,0.06,8,2,1,0.04,1,Low
639,141864.416490065,3,0.27,4,0,1,0.04,4,Low
640,31867.64547199349,1,0.01,2,0,0,0.16,4,Low
641,70801.06972830175,6,0.18,6,0,2,0.15,3,Low
642,74335.61218261761,2,0.42,2,0,1,0.23,4,Medium
643,95796.28045542694,2,0.05,3,1,1,0.04,1,Low
644,11631.19356630518,2,0.02,1,0,0,0.31,4,Low
645,31704.56180602019,4,0.29,5,0,0,0.15,2,Low
646,42562.89572573826,1,0.15,9,1,2,0.11,2,Low
647,94770.72912767442,2,0.21,2,0,0,0.12,3,Low
648,46468.354651377165,4,0.51,7,0,1,0.34,1,Medium
649,74443.20873888499,3,0.16,5,0,2,0.16,4,Low
650,10621.940225126204,3,0.37,2,1,1,0.2,3,Low
651,26225.452773610457,3,0.0,8,2,0,0.05,3,Low
652,82964.95185556465,6,0.01,6,1,0,0.09,4,Low
653,29061.355873483728,3,0.19,4,1,0,0.23,3,Low
654,33737.20282656682,3,0.21,4,3,0,0.07,1,Low
655,93778.97245788456,1,0.04,2,0,0,0.27,4,Low
656,15898.571311473266,2,0.1,3,3,0,0.1,2,Low
657,19407.545132149346,4,0.15,7,0,0,0.37,2,Low
658,9512.792184500086,3,0.03,3,1,0,0.36,4,Low
659,96244.97281182195,3,0.06,5,0,0,0.24,3,Low
660,66795.74231486338,2,0.12,6,0,0,0.06,3,Low
661,65651.1223111892,3,0.13,6,3,0,0.03,2,Medium
662,25629.993270915675,1,0.02,4,2,1,0.05,2,Low
663,8787.950354239243,2,0.3,6,1,0,0.07,1,Low
664,6342.266349678589,2,0.18,3,0,0,0.29,3,Low
665,83371.81832954224,3,0.03,7,1,1,0.07,1,Medium
666,50116.24990574278,5,0.2,7,1,1,0.18,2,Medium
667,57019.412479143655,3,0.33,4,0,0,0.13,2,Low
668,41133.545779357475,6,0.22,2,0,1,0.2,2,Low
669,17409.88154966545,2,0.26,7,2,2,0.11,2,Low
670,26598.83716410762,5,0.02,3,1,1,0.11,1,Low
671,13769.076464853344,6,0.19,1,0,0,0.03,2,Low
672,12186.98035867462,6,0.44,2,1,1,0.14,4,Low
673,63110.545915982846,3,0.1,9,0,0,0.16,3,Medium
674,7003.756008482992,4,0.02,8,1,0,0.13,2,Low
675,13856.672528504574,3,0.07,6,0,2,0.04,3,Low
676,27863.226944151644,2,0.57,6,1,0,0.09,2,Low
677,36128.81521968503,5,0.02,1,2,2,0.34,1,Low
678,9390.924102711057,4,0.46,2,1,0,0.13,3,Low
679,46048.830314799576,2,0.07,4,0,3,0.12,1,Low
680,39455.46316830749,0,0.1,3,1,0,0.07,2,Low
681,82417.67740666516,0,0.08,1,2,0,0.24,4,Low
682,36591.80200794189,5,0.11,8,0,0,0.23,4,Low
683,49421.060940239746,6,0.27,7,0,0,0.32,4,Low
684,18294.778487040046,1,0.03,4,0,0,0.16,4,Low
685,18979.746600643903,2,0.19,9,0,1,0.42,4,Low
686,10427.330485054914,5,0.04,4,2,0,0.25,1,Low
687,18452.500874491525,4,0.26,1,0,1,0.12,4,Low
688,26283.011500088927,3,0.08,1,1,0,0.07,2,Low
689,77043.55666052931,2,0.18,1,3,0,0.12,1,Medium
690,16082.337642552991,0,0.06,1,1,2,0.15,1,Low
691,125062.49450890732,4,0.19,4,1,0,0.1,4,Low
692,52521.269571092766,5,0.48,1,1,1,0.26,3,Medium
693,45199.766047539495,2,0.04,2,0,1,0.08,2,Low
694,34477.38522706298,3,0.1,4,0,0,0.18,1,Low
695,29679.99921051862,7,0.05,7,0,1,0.29,2,Low
696,20911.521716320374,5,0.35,2,0,1,0.12,3,Low
697,8999.49806984967,3,0.45,8,0,0,0.14,1,Low
698,16590.657627418816,1,0.07,7,0,1,0.34,2,Low
699,96093.31067084587,3,0.06,9,0,0,0.04,4,Medium
700,50288.38302559774,4,0.22,6,0,0,0.08,1,Low
701,95533.74047718605,1,0.05,4,1,2,0.24,1,Low
702,20457.154675483143,3,0.3,6,0,1,0.02,1,Low
703,13397.748891693649,3,0.04,4,2,1,0.27,1,Low
704,34221.13196987943,4,0.11,7,0,1,0.51,4,Low
705,17143.181792430372,1,0.13,9,2,1,0.03,3,Low
706,39741.363537956706,2,0.24,3,3,2,0.07,3,Low
707,7137.880488126506,3,0.11,3,1,0,0.29,2,Low
708,3807.9737099956947,2,0.07,2,1,0,0.1,4,Low
709,43954.25110839771,1,0.23,1,1,0,0.12,4,Low
710,97853.66125126487,1,0.2,1,2,1,0.22,2,Low
711,45365.083192071615,3,0.17,3,1,0,0.14,4,Low
712,49927.32884272836,0,0.3,7,1,0,0.08,4,Low
713,35334.54815843798,3,0.04,9,0,0,0.11,1,Low
714,37900.21887891597,1,0.11,2,3,2,0.05,1,Low
715,8534.142356922192,1,0.13,7,1,1,0.03,1,Low
716,17720.40772811824,7,0.28,1,0,0,0.15,4,Low
717,76518.96355194248,3,0.43,2,0,0,0.09,4,Medium
718,25812.955517350925,2,0.15,6,2,0,0.04,3,Low
719,75490.3928956807,4,0.14,5,0,0,0.08,1,Low
720,37127.9726113765,4,0.28,8,0,0,0.08,2,Low
721,38541.97018796308,0,0.1,2,1,1,0.23,4,Low
722,25972.05286785273,3,0.05,1,0,3,0.06,1,Low
723,55163.13045733819,3,0.1,7,1,0,0.24,3,Medium
724,64639.56935181264,7,0.3,6,2,0,0.09,1,Low
725,16879.0952743082,3,0.17,8,2,0,0.11,3,Low
726,9421.94478110148,2,0.09,8,0,0,0.2,3,Low
727,4848.115140405978,4,0.12,2,1,0,0.11,4,Low
728,48245.197005048474,2,0.2,8,0,0,0.32,3,Low
729,44406.67696446864,2,0.17,6,1,0,0.12,3,Low
730,148026.08476781714,3,0.06,9,3,1,0.15,2,Medium
731,35491.11296912082,0,0.25,7,2,1,0.05,3,Low
732,30844.65301652361,0,0.12,2,0,1,0.21,2,Low
733,40725.000404573584,3,0.45,8,0,0,0.03,2,Low
734,42348.56715115679,4,0.0,9,2,1,0.13,1,Low
735,29016.891660741407,6,0.01,7,1,2,0.08,1,Low
736,17380.081956322745,4,0.08,4,2,0,0.12,4,Low
737,34066.27504689714,2,0.15,9,1,0,0.2,4,Low
738,33098.435791323915,2,0.02,4,3,0,0.24,4,Low
739,32691.306700645622,8,0.33,4,0,0,0.01,3,Low
740,59220.02957254596,4,0.11,9,1,0,0.15,1,Medium
741,33601.35197650914,3,0.06,8,3,0,0.2,3,Medium
742,9639.298575558985,1,0.34,4,3,0,0.07,1,Low
743,19942.57286898389,2,0.41,8,0,0,0.16,3,Low
744,28735.059863588544,1,0.09,8,0,0,0.1,4,Low
745,34817.52717788663,3,0.11,7,3,2,0.28,1,Medium
746,48965.711008449456,4,0.17,6,0,0,0.11,1,Low
747,35025.92234803798,0,0.13,8,4,1,0.17,2,Medium
748,3920.1143167956693,2,0.0,7,2,0,0.14,1,Low
749,10839.183002311142,5,0.22,5,0,0,0.17,1,Low
750,51346.74771632855,5,0.06,4,0,0,0.19,3,Low
751,28120.40177321333,3,0.02,2,0,0,0.16,4,Low
752,37321.1426642824,1,0.03,8,1,0,0.19,2,Low
753,25365.347225505204,3,0.0,9,0,0,0.25,3,Low
754,19871.335817041407,2,0.09,4,0,0,0.18,1,Low
755,26117.641324382585,5,0.05,4,1,1,0.27,3,Low
756,37653.604619736616,1,0.06,5,1,0,0.04,4,Low
757,33412.04310665028,3,0.11,2,0,1,0.21,2,Low
758,64352.984342949,3,0.11,7,1,0,0.1,3,Medium
759,7814.323836036314,4,0.12,5,0,1,0.23,1,Low
760,9031.075281739495,2,0.42,6,0,0,0.07,3,Low
761,27860.196946366217,2,0.04,4,2,1,0.31,1,Low
762,49359.4719123,1,0.3,8,0,3,0.17,2,Medium
763,57027.78022219656,0,0.26,8,2,2,0.35,2,Medium
764,20553.718493224293,2,0.13,5,3,0,0.34,3,Medium
765,1208.776545884916,2,0.15,6,1,1,0.12,2,Low
766,21125.06263821847,1,0.58,3,2,0,0.13,4,Low
767,44507.5820560621,5,0.05,1,5,2,0.18,3,Low
768,32939.595278353256,7,0.37,9,2,0,0.13,1,Low
769,50639.30716975195,2,0.05,9,0,0,0.16,3,Medium
770,74756.90879011014,2,0.06,3,1,0,0.21,1,Low
771,29405.375547149302,2,0.07,4,1,0,0.27,2,Low
772,23147.850722873474,1,0.05,7,0,1,0.05,1,Low
773,15309.548973097573,2,0.06,2,1,2,0.29,1,Low
774,8976.886921461302,2,0.22,3,2,1,0.01,1,Low
775,6618.1085536080855,5,0.03,6,0,1,0.09,1,Low
776,18870.483492176616,0,0.21,8,1,1,0.17,4,Low
777,68038.14372081337,3,0.5,1,1,0,0.07,1,Medium
778,54079.961442507745,2,0.09,4,0,0,0.18,3,Low
779,22255.920656117156,5,0.01,1,1,0,0.26,4,Low
780,125822.05902334093,3,0.11,2,0,0,0.31,1,Medium
781,20012.26767682555,5,0.08,8,0,0,0.15,1,Low
782,79506.67475681644,6,0.05,6,3,0,0.15,1,Medium
783,92091.45351750929,3,0.6,9,0,0,0.35,4,Medium
784,46676.097658476865,5,0.36,2,3,0,0.07,1,Low
785,18718.184222588243,2,0.05,3,0,1,0.13,1,Low
786,24762.528829355895,0,0.05,9,3,0,0.08,1,Medium
787,38332.75122443027,6,0.06,9,4,0,0.2,2,Medium
788,9246.303927172044,5,0.01,6,0,1,0.41,3,Low
789,14013.637989148283,3,0.03,3,0,0,0.08,1,Low
790,12950.65371118052,6,0.17,5,1,0,0.2,3,Low
791,49198.301569021765,3,0.03,2,1,0,0.16,2,Low
792,74277.18087501916,1,0.25,7,0,0,0.08,2,Medium
793,55555.8149251503,0,0.38,8,1,0,0.35,1,Medium
794,66232.2462197027,2,0.11,6,0,0,0.22,3,Low
795,17362.526312319547,2,0.32,8,1,0,0.11,4,Low
796,25676.646447989657,4,0.14,2,0,1,0.15,1,Low
797,27267.245555089117,5,0.09,3,2,0,0.06,4,Low
798,46544.227267868104,1,0.01,7,1,0,0.2,2,Low
799,19325.629528169997,4,0.18,1,0,0,0.21,2,Low
800,63487.62320196321,3,0.04,7,0,1,0.17,3,Medium
801,90421.84517065497,2,0.46,6,1,0,0.16,4,Medium
802,48240.05755363269,3,0.1,8,1,1,0.25,4,Low
803,24770.34080260359,2,0.15,7,0,1,0.29,1,Low
804,16021.065422389975,3,0.05,4,0,0,0.28,3,Low
805,12979.569940679956,5,0.1,3,2,0,0.04,3,Low
806,3976.8472215455927,2,0.41,3,0,0,0.06,4,Low
807,27940.72917887448,5,0.13,4,1,0,0.16,2,Low
808,26684.7116766879,1,0.05,9,1,0,0.19,3,Low
809,60852.31711835709,0,0.17,9,1,0,0.21,2,Medium
810,20431.125344732256,4,0.38,2,1,0,0.17,1,Low
811,29201.788835025334,6,0.1,5,1,0,0.1,3,Low
812,41174.806040439675,4,0.31,1,0,1,0.16,3,Low
813,47685.20259345136,3,0.46,4,3,0,0.14,1,Medium
814,56135.81126257716,5,0.04,2,3,2,0.1,3,Medium
815,38229.15213407129,2,0.29,8,0,2,0.02,4,Low
816,9809.706287838393,2,0.0,4,2,2,0.07,4,Low
817,44754.87067565071,2,0.27,5,1,1,0.17,1,Low
818,19185.247419023653,4,0.08,4,1,0,0.14,2,Low
819,76617.4003771876,3,0.52,5,0,0,0.14,2,Medium
820,33885.585138720395,5,0.0,5,1,0,0.34,3,Low
821,39943.974435276745,2,0.02,5,2,0,0.21,2,Low
822,155737.80853038465,2,0.09,3,0,1,0.07,2,Low
823,56813.33241127854,3,0.16,7,2,3,0.04,1,Medium
824,44175.118280203154,3,0.13,3,0,0,0.22,2,Low
825,29884.692675807844,4,0.11,2,1,0,0.08,2,Low
826,10661.856842599413,1,0.15,3,2,0,0.03,2,Low
827,28222.407585176745,0,0.39,3,1,0,0.15,4,Low
828,15842.539162420222,1,0.13,8,2,0,0.11,4,Low
829,97712.5014601902,4,0.04,4,1,0,0.26,1,Low
830,44597.419414672964,3,0.17,3,2,1,0.16,3,Low
831,74759.56248158407,4,0.03,5,0,0,0.16,1,Low
832,19937.610622167333,1,0.22,4,2,1,0.04,3,Low
833,16897.000161193453,5,0.09,9,0,1,0.34,3,Low
834,53029.971410437436,3,0.08,8,0,1,0.24,2,Medium
835,15268.248829161957,4,0.08,7,0,0,0.45,2,Low
836,23265.972676665497,4,0.44,8,3,1,0.27,1,Medium
837,100761.27464089762,4,0.0,5,1,1,0.16,1,Low
838,24042.87708408891,1,0.05,4,0,0,0.11,1,Low
839,8485.811792876002,4,0.29,7,3,0,0.25,4,Medium
840,5406.687433020106,3,0.26,1,2,2,0.27,4,Low
841,7421.003851534667,2,0.1,6,0,0,0.04,4,Low
842,77715.41479179607,5,0.13,8,2,0,0.15,4,Medium
843,21018.300686165345,4,0.01,7,1,0,0.03,4,Low
844,152621.03172645957,3,0.07,2,0,1,0.15,2,Low
845,91108.66597046424,4,0.11,7,2,1,0.26,3,Medium
846,116592.10195365979,4,0.12,6,0,0,0.28,4,Low
847,67382.07384223922,3,0.24,5,1,0,0.02,1,Low
848,51092.26330518214,1,0.0,4,2,2,0.17,3,Low
849,16356.243816271208,2,0.16,1,0,1,0.04,4,Low
850,33246.28110867089,0,0.08,2,0,1,0.08,4,Low
851,54740.79004626324,4,0.12,7,0,0,0.16,2,Medium
852,64583.48970682545,1,0.02,3,0,0,0.15,2,Low
853,11690.883140421402,5,0.16,5,1,0,0.07,2,Low
854,28578.926839238466,1,0.07,8,1,1,0.2,4,Low
855,31243.77687128125,4,0.02,8,0,0,0.18,2,Low
856,30287.60712267286,1,0.03,6,0,0,0.06,4,Low
857,13265.577097039342,6,0.09,5,0,0,0.22,3,Low
858,107780.61960084863,4,0.09,2,2,0,0.16,3,Low
859,27820.84018486027,1,0.79,9,0,1,0.26,4,Low
860,14190.79247716494,3,0.13,1,3,0,0.25,1,Low
861,109511.43209430428,3,0.07,2,0,1,0.15,4,Low
862,91165.8950075065,4,0.02,1,2,2,0.26,3,Low
863,37104.93134642085,2,0.02,4,2,0,0.17,3,Low
864,22690.179407300428,4,0.48,4,1,1,0.11,4,Low
865,6785.210247416488,3,0.21,5,0,2,0.23,4,Low
866,48430.73329405927,3,0.27,5,1,2,0.25,4,Low
867,21384.12350277774,2,0.01,8,2,0,0.13,3,Low
868,32627.9367209624,4,0.21,3,2,0,0.25,1,Low
869,103225.71979313325,3,0.43,6,1,0,0.17,4,Medium
870,20076.70260921175,1,0.23,3,1,1,0.07,3,Low
871,46961.13414434164,1,0.21,2,1,1,0.18,4,Low
872,57283.935013295384,2,0.01,8,1,1,0.11,3,Medium
873,76108.13348299285,2,0.05,1,2,0,0.21,4,Low
874,30813.66202693534,1,0.19,9,1,0,0.13,3,Low
875,28346.205200628297,6,0.06,7,0,0,0.21,4,Low
876,27820.959363727736,2,0.11,4,0,0,0.17,2,Low
877,43746.83307008941,5,0.06,3,0,1,0.19,4,Low
878,88636.82664067607,7,0.09,6,0,0,0.12,3,Low
879,26811.570234576837,5,0.06,9,2,0,0.01,4,Low
880,1744.6808158005545,4,0.16,9,3,0,0.13,1,Medium
881,61765.95819641154,3,0.3,4,0,0,0.11,4,Low
882,35093.11708771018,4,0.2,5,1,0,0.46,4,Low
883,48508.25053798059,1,0.02,9,0,0,0.34,4,Low
884,7076.597997674788,2,0.04,2,0,0,0.12,1,Low
885,21454.265463264273,4,0.32,2,0,0,0.14,1,Low
886,58334.36822634812,1,0.33,5,0,0,0.07,1,Low
887,10303.768149943262,4,0.2,1,1,1,0.11,2,Low
888,46885.10710996042,6,0.2,8,0,0,0.13,1,Low
889,32421.517007716,3,0.12,5,2,1,0.47,2,Low
